1,27/02/2017,1049.79,5700,5200,5800,2300,3000,1488207453.5530205
2,27/02/2017,1049.79,5700,5200,5800,2300,3000,1488207498.8043337
3,27/02/2017,1049.79,5700,5200,5800,2300,3000,1488207503.0347147
